entity_id,state,district,constituency_number,constituency,constituency_wiki_url,alliance,party,party_wiki_url,candidate_name,candidate_wiki_url,has_wiki_page,remarks,reservation,infobox_json
KL-123-LDF,Kerala,Kollam,123,Kundara,https://en.wikipedia.org/wiki/Kundara_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),S. L. Sajikumar,,False,,,
KL-123-UDF,Kerala,Kollam,123,Kundara,https://en.wikipedia.org/wiki/Kundara_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,P. C. Vishnunadh,https://en.wikipedia.org/wiki/P._C._Vishnunadh,True,,,
KL-123-NDA,Kerala,Kollam,123,Kundara,https://en.wikipedia.org/wiki/Kundara_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Robin Radhakrishnan,,False,,,
KL-124-LDF,Kerala,Kollam,124,Kollam,https://en.wikipedia.org/wiki/Kollam_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),S. Jayamohan,,False,,,
KL-124-UDF,Kerala,Kollam,124,Kollam,https://en.wikipedia.org/wiki/Kollam_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Bindhu Krishna,,False,,,
KL-124-NDA,Kerala,Kollam,124,Kollam,https://en.wikipedia.org/wiki/Kollam_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,N. Prathap Kumar,,False,,,
KL-125-LDF,Kerala,Kollam,125,Eravipuram,https://en.wikipedia.org/wiki/Eravipuram_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),M. Noushad,https://en.wikipedia.org/wiki/M._Noushad,True,,,
KL-125-UDF,Kerala,Kollam,125,Eravipuram,https://en.wikipedia.org/wiki/Eravipuram_Assembly_constituency,UDF,RSP,https://en.wikipedia.org/wiki/Revolutionary_Socialist_Party_(India),Vishnu Mohan,,False,,,
KL-125-NDA,Kerala,Kollam,125,Eravipuram,https://en.wikipedia.org/wiki/Eravipuram_Assembly_constituency,NDA,BDJS,https://en.wikipedia.org/wiki/Bharath_Dharma_Jana_Sena,Saji D. Anand,,False,,,
KL-126-LDF,Kerala,Kollam,126,Chathannoor,https://en.wikipedia.org/wiki/Chathannoor_Assembly_constituency,LDF,CPI,https://en.wikipedia.org/wiki/Communist_Party_of_India,R. Rajendran,,False,,,
KL-126-UDF,Kerala,Kollam,126,Chathannoor,https://en.wikipedia.org/wiki/Chathannoor_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Sooraj Ravi,,False,,,
KL-126-NDA,Kerala,Kollam,126,Chathannoor,https://en.wikipedia.org/wiki/Chathannoor_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,B. B. Gopakumar,,False,,,
KL-127-LDF,Kerala,Thiruvananthapuram,127,Varkala,https://en.wikipedia.org/wiki/Varkala_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),V. Joy,https://en.wikipedia.org/wiki/V._Joy,True,,,
KL-127-UDF,Kerala,Thiruvananthapuram,127,Varkala,https://en.wikipedia.org/wiki/Varkala_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Varkala Kahar,https://en.wikipedia.org/wiki/Varkala_Kahar,True,,,
KL-127-NDA,Kerala,Thiruvananthapuram,127,Varkala,https://en.wikipedia.org/wiki/Varkala_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/BJP,S. Smitha,,False,,,
KL-128-LDF,Kerala,Thiruvananthapuram,128,Attingal(SC),https://en.wikipedia.org/wiki/Attingal_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),O. S. Ambika,https://en.wikipedia.org/wiki/O._S._Ambika,True,,,
KL-128-UDF,Kerala,Thiruvananthapuram,128,Attingal(SC),https://en.wikipedia.org/wiki/Attingal_Assembly_constituency,UDF,RSP,https://en.wikipedia.org/wiki/Revolutionary_Socialist_Party_(India),Santhosh Bhadran,,False,,,
KL-128-NDA,Kerala,Thiruvananthapuram,128,Attingal(SC),https://en.wikipedia.org/wiki/Attingal_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,P. Sudheer,,False,,,
KL-129-LDF,Kerala,Thiruvananthapuram,129,Chirayinkeezhu(SC),https://en.wikipedia.org/wiki/Chirayinkeezhu_Assembly_constituency,LDF,CPI,https://en.wikipedia.org/wiki/Communist_Party_of_India,Manoj Edamana,,False,,,
KL-129-UDF,Kerala,Thiruvananthapuram,129,Chirayinkeezhu(SC),https://en.wikipedia.org/wiki/Chirayinkeezhu_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Ramya Haridas,https://en.wikipedia.org/wiki/Ramya_Haridas,True,,,
KL-129-NDA,Kerala,Thiruvananthapuram,129,Chirayinkeezhu(SC),https://en.wikipedia.org/wiki/Chirayinkeezhu_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,B. S. Anoop,,False,,,
KL-130-LDF,Kerala,Thiruvananthapuram,130,Nedumangad,https://en.wikipedia.org/wiki/Nedumangad_Assembly_constituency,LDF,CPI,https://en.wikipedia.org/wiki/Communist_Party_of_India,G. R. Anil,https://en.wikipedia.org/wiki/G._R._Anil,True,,,
KL-130-UDF,Kerala,Thiruvananthapuram,130,Nedumangad,https://en.wikipedia.org/wiki/Nedumangad_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Meenankal Kumar,,False,,,
KL-130-NDA,Kerala,Thiruvananthapuram,130,Nedumangad,https://en.wikipedia.org/wiki/Nedumangad_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Yuvaraj Gokul,,False,,,
KL-131-LDF,Kerala,Thiruvananthapuram,131,Vamanapuram,https://en.wikipedia.org/wiki/Vamanapuram_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),D. K. Murali,https://en.wikipedia.org/wiki/D._K._Murali,True,,,
KL-131-UDF,Kerala,Thiruvananthapuram,131,Vamanapuram,https://en.wikipedia.org/wiki/Vamanapuram_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Sudheersha Palode,,False,,,
KL-131-NDA,Kerala,Thiruvananthapuram,131,Vamanapuram,https://en.wikipedia.org/wiki/Vamanapuram_Assembly_constituency,NDA,BDJS,https://en.wikipedia.org/wiki/Bharath_Dharma_Jana_Sena,Venu Karanavar,,False,,,
KL-132-LDF,Kerala,Thiruvananthapuram,132,Kazhakkoottam,https://en.wikipedia.org/wiki/Kazhakootam_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),Kadakampally Surendran,https://en.wikipedia.org/wiki/Kadakampally_Surendran,True,,,
KL-132-UDF,Kerala,Thiruvananthapuram,132,Kazhakkoottam,https://en.wikipedia.org/wiki/Kazhakootam_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Sarathchandra Prasad,,False,,,
KL-132-NDA,Kerala,Thiruvananthapuram,132,Kazhakkoottam,https://en.wikipedia.org/wiki/Kazhakootam_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,V. Muraleedharan,https://en.wikipedia.org/wiki/V._Muraleedharan,True,,,
KL-133-LDF,Kerala,Thiruvananthapuram,133,Vattiyoorkavu,https://en.wikipedia.org/wiki/Vattiyoorkavu_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),V. K. Prasanth,https://en.wikipedia.org/wiki/V._K._Prasanth,True,,,
KL-133-UDF,Kerala,Thiruvananthapuram,133,Vattiyoorkavu,https://en.wikipedia.org/wiki/Vattiyoorkavu_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,K. Muraleedharan,https://en.wikipedia.org/wiki/K._Muraleedharan,True,,,
KL-133-NDA,Kerala,Thiruvananthapuram,133,Vattiyoorkavu,https://en.wikipedia.org/wiki/Vattiyoorkavu_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,R. Sreelekha,https://en.wikipedia.org/wiki/R._Sreelekha,True,,,
KL-134-LDF,Kerala,Thiruvananthapuram,134,Thiruvananthapuram,https://en.wikipedia.org/wiki/Thiruvananthapuram_Assembly_constituency,LDF,IND,https://en.wikipedia.org/wiki/Independent_politician,Sudheer Karamana,https://en.wikipedia.org/wiki/Sudheer_Karamana,True,,,
KL-134-UDF,Kerala,Thiruvananthapuram,134,Thiruvananthapuram,https://en.wikipedia.org/wiki/Thiruvananthapuram_Assembly_constituency,UDF,CMP,https://en.wikipedia.org/wiki/Communist_Marxist_Party,C. P. John,https://en.wikipedia.org/wiki/C._P._John,True,,,
KL-134-NDA,Kerala,Thiruvananthapuram,134,Thiruvananthapuram,https://en.wikipedia.org/wiki/Thiruvananthapuram_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Karamana Jayan,,False,,,
KL-135-LDF,Kerala,Thiruvananthapuram,135,Nemom,https://en.wikipedia.org/wiki/Nemom_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),V. Sivankutty,https://en.wikipedia.org/wiki/V._Sivankutty,True,,,
KL-135-UDF,Kerala,Thiruvananthapuram,135,Nemom,https://en.wikipedia.org/wiki/Nemom_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,K. S. Sabarinadhan,https://en.wikipedia.org/wiki/K._S._Sabarinadhan,True,,,
KL-135-NDA,Kerala,Thiruvananthapuram,135,Nemom,https://en.wikipedia.org/wiki/Nemom_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Rajeev Chandrasekhar,https://en.wikipedia.org/wiki/Rajeev_Chandrasekhar,True,,,
KL-136-LDF,Kerala,Thiruvananthapuram,136,Aruvikkara,https://en.wikipedia.org/wiki/Aruvikkara_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),G. Steephen,https://en.wikipedia.org/wiki/G._Steephen,True,,,
KL-136-UDF,Kerala,Thiruvananthapuram,136,Aruvikkara,https://en.wikipedia.org/wiki/Aruvikkara_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,V. S. Sivakumar,https://en.wikipedia.org/wiki/V._S._Sivakumar,True,,,
KL-136-NDA,Kerala,Thiruvananthapuram,136,Aruvikkara,https://en.wikipedia.org/wiki/Aruvikkara_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Vivek Gopan,https://en.wikipedia.org/wiki/Vivek_Gopan,True,,,
KL-137-LDF,Kerala,Thiruvananthapuram,137,Parassala,https://en.wikipedia.org/wiki/Parassala_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),C. K. Hareendran,https://en.wikipedia.org/wiki/C._K._Hareendran,True,,,
KL-137-UDF,Kerala,Thiruvananthapuram,137,Parassala,https://en.wikipedia.org/wiki/Parassala_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,Neyyattinkara Sanal,,False,,,
KL-137-NDA,Kerala,Thiruvananthapuram,137,Parassala,https://en.wikipedia.org/wiki/Parassala_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Gireesh Neyyar,,False,,,
KL-138-LDF,Kerala,Thiruvananthapuram,138,Kattakkada,https://en.wikipedia.org/wiki/Kattakada_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),I. B. Sathish,https://en.wikipedia.org/wiki/I._B._Sathish,True,,,
KL-138-UDF,Kerala,Thiruvananthapuram,138,Kattakkada,https://en.wikipedia.org/wiki/Kattakada_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,M. R. Baiju,,False,,,
KL-138-NDA,Kerala,Thiruvananthapuram,138,Kattakkada,https://en.wikipedia.org/wiki/Kattakada_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,P. K. Krishnadas,,False,,,
KL-139-LDF,Kerala,Thiruvananthapuram,139,Kovalam,https://en.wikipedia.org/wiki/Kovalam_Assembly_constituency,LDF,IND,https://en.wikipedia.org/wiki/Independent_politician,Bhagat Rufus,,False,,,
KL-139-UDF,Kerala,Thiruvananthapuram,139,Kovalam,https://en.wikipedia.org/wiki/Kovalam_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,M. Vincent,https://en.wikipedia.org/wiki/M._Vincent,True,,,
KL-139-NDA,Kerala,Thiruvananthapuram,139,Kovalam,https://en.wikipedia.org/wiki/Kovalam_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,T. N. Suresh,,False,,,
KL-140-LDF,Kerala,Thiruvananthapuram,140,Neyyattinkara,https://en.wikipedia.org/wiki/Neyyattinkara_Assembly_constituency,LDF,CPI(M),https://en.wikipedia.org/wiki/Communist_Party_of_India_(Marxist),K. Ansalan,https://en.wikipedia.org/wiki/K._Ansalan,True,,,
KL-140-UDF,Kerala,Thiruvananthapuram,140,Neyyattinkara,https://en.wikipedia.org/wiki/Neyyattinkara_Assembly_constituency,UDF,INC,https://en.wikipedia.org/wiki/Indian_National_Congress,N. Sakthan,https://en.wikipedia.org/wiki/N._Sakthan,True,,,
KL-140-NDA,Kerala,Thiruvananthapuram,140,Neyyattinkara,https://en.wikipedia.org/wiki/Neyyattinkara_Assembly_constituency,NDA,BJP,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,S. Rajasekharan Nair,,False,,,
WB-001-N/A,West Bengal,Cooch Behar,1,Mekliganj,https://en.wikipedia.org/wiki/Mekliganj_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Paresh Adhikary,https://en.wikipedia.org/wiki/Paresh_Chandra_Adhikary,True,,,
WB-002-N/A,West Bengal,Cooch Behar,2,Mathabhanga,https://en.wikipedia.org/wiki/Mathabhanga_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Sushil Barman,https://en.wikipedia.org/wiki/Sushil_Barman,True,,,
WB-003-N/A,West Bengal,Cooch Behar,3,Cooch Behar Uttar,https://en.wikipedia.org/wiki/Cooch_Behar_Uttar,N/A,,,Sukumar Roy,https://en.wikipedia.org/wiki/Sukumar_Roy_(politician),True,,,
WB-004-N/A,West Bengal,Cooch Behar,4,Cooch Behar Dakshin,https://en.wikipedia.org/wiki/Cooch_Behar_Dakshin,N/A,,,Nikhil Ranjan Dey,https://en.wikipedia.org/wiki/Nikhil_Ranjan_Dey,True,,,
WB-005-N/A,West Bengal,Cooch Behar,5,Sitalkuchi,https://en.wikipedia.org/wiki/Sitalkuchi_Assembly_constituency,N/A,,,Baren Chandra Barman,https://en.wikipedia.org/wiki/Baren_Chandra_Barman,True,,,
WB-006-N/A,West Bengal,Cooch Behar,6,Sitai,https://en.wikipedia.org/wiki/Sitai_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Jagadish Basunia,https://en.wikipedia.org/wiki/Jagadish_Chandra_Barma_Basunia,True,,,
WB-007-N/A,West Bengal,Sangita Roy,7,Dinhata,https://en.wikipedia.org/wiki/Dinhata_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Nisith Pramanik,https://en.wikipedia.org/wiki/Nisith_Pramanik,True,,,
WB-008-N/A,West Bengal,Udayan Guha,,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,N/A,,,Won in October 2021 bypoll,,False,,,
WB-008-N/A,West Bengal,Udayan Guha,8,Natabari,https://en.wikipedia.org/wiki/Natabari_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Mihir Goswami,https://en.wikipedia.org/wiki/Mihir_Goswami,True,,,
WB-009-N/A,West Bengal,Udayan Guha,9,Tufanganj,https://en.wikipedia.org/wiki/Tufanganj_Assembly_constituency,N/A,,,Malati Rava Roy,https://en.wikipedia.org/wiki/Malati_Rava_Roy,True,,,
WB-010-N/A,West Bengal,Alipurduar,10,Kumargram,https://en.wikipedia.org/wiki/Kumargram_Assembly_constituency,N/A,,,Manoj Kumar Oraon,https://en.wikipedia.org/wiki/Manoj_Kumar_Oraon,True,,,
WB-011-N/A,West Bengal,Alipurduar,11,Kalchini,https://en.wikipedia.org/wiki/Kalchini_Assembly_constituency,N/A,,,Bishal Lama,https://en.wikipedia.org/wiki/Bishal_Lama,True,,,
WB-012-N/A,West Bengal,Alipurduar,12,Alipurduars,https://en.wikipedia.org/wiki/Alipurduars_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Suman Kanjilal,https://en.wikipedia.org/wiki/Suman_Kanjilal,True,,,
WB-013-N/A,West Bengal,Alipurduar,13,Falakata,https://en.wikipedia.org/wiki/Falakata_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Dipak Barman,https://en.wikipedia.org/wiki/Dipak_Barman,True,,,
WB-014-N/A,West Bengal,Alipurduar,14,Madarihat,https://en.wikipedia.org/wiki/Madarihat_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Manoj Tigga,https://en.wikipedia.org/wiki/Manoj_Tigga,True,,,
WB-016-N/A,West Bengal,Jay Prakash Toppo,,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,N/A,,,Won in November 2024 bypoll,,False,,,
WB-015-N/A,West Bengal,Jalpaiguri,15,Dhupguri,https://en.wikipedia.org/wiki/Dhupguri_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Bishnu Pada Roy,https://en.wikipedia.org/wiki/Bishnu_Pada_Roy,True,,,
WB-018-N/A,West Bengal,Nirmal Chandra Roy,,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,N/A,,,Won in 2023 bypoll,,False,,,
WB-016-N/A,West Bengal,Nirmal Chandra Roy,16,Maynaguri,https://en.wikipedia.org/wiki/Maynaguri_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Kaushik Roy,https://en.wikipedia.org/wiki/Kaushik_Roy_(politician),True,,,
WB-017-N/A,West Bengal,Nirmal Chandra Roy,17,Jalpaiguri,https://en.wikipedia.org/wiki/Jalpaiguri_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Pradip Kumar Barma,https://en.wikipedia.org/wiki/Pradip_Kumar_Barma,True,,,
WB-018-N/A,West Bengal,Nirmal Chandra Roy,18,Rajganj,https://en.wikipedia.org/wiki/Rajganj_Assembly_constituency,N/A,,,Khageshwar Roy,https://en.wikipedia.org/wiki/Khageswar_Roy,True,,,
WB-019-N/A,West Bengal,Nirmal Chandra Roy,19,Dabgram-Phulbari,https://en.wikipedia.org/wiki/Dabgram-Phulbari_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Shikha Chatterjee,https://en.wikipedia.org/wiki/Sikha_Chatterjee,True,,,
WB-020-N/A,West Bengal,Nirmal Chandra Roy,20,Mal,https://en.wikipedia.org/wiki/Mal_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Bulu Chik Baraik,https://en.wikipedia.org/wiki/Bulu_Chik_Baraik,True,,,
WB-021-N/A,West Bengal,Nirmal Chandra Roy,21,Nagrakata,https://en.wikipedia.org/wiki/Nagrakata_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Puna Bhengra,https://en.wikipedia.org/wiki/Puna_Bhengra,True,,,
WB-022-N/A,West Bengal,Kalimpong,22,Kalimpong,https://en.wikipedia.org/wiki/Kalimpong_Assembly_constituency,N/A,Bharatiya Gorkha Prajatantrik Morcha,https://en.wikipedia.org/wiki/Bharatiya_Gorkha_Prajatantrik_Morcha,Ruden Sada Lepcha,https://en.wikipedia.org/wiki/Ruden_Sada_Lepcha,True,,,
WB-023-N/A,West Bengal,Darjeeling,23,Darjeeling,https://en.wikipedia.org/wiki/Darjeeling_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Neeraj Zimba,https://en.wikipedia.org/wiki/Neeraj_Zimba,True,,,
WB-024-N/A,West Bengal,Darjeeling,24,Kurseong,https://en.wikipedia.org/wiki/Kurseong_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Bishnu Prasad Sharma,https://en.wikipedia.org/wiki/Bishnu_Prasad_Sharma,True,,,
WB-025-N/A,West Bengal,Darjeeling,25,Matigara-Naxalbari,https://en.wikipedia.org/wiki/Matigara-Naxalbari,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Anandamay Barman,https://en.wikipedia.org/wiki/Anandamoy_Barman,True,,,
WB-026-N/A,West Bengal,Darjeeling,26,Siliguri,https://en.wikipedia.org/wiki/Siliguri_Assembly_constituency,N/A,,,Shankar Ghosh,https://en.wikipedia.org/wiki/Sankar_Ghosh_(politician),True,,,
WB-027-N/A,West Bengal,Darjeeling,27,Phansidewa,https://en.wikipedia.org/wiki/Phansidewa_Assembly_constituency,N/A,,,Durga Murmu,https://en.wikipedia.org/wiki/Durga_Murmu,True,,,
WB-028-N/A,West Bengal,Uttar Dinajpur,28,Chopra,https://en.wikipedia.org/wiki/Chopra_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Hamidul Rahman,https://en.wikipedia.org/wiki/Hamidul_Rahman,True,,,
WB-029-N/A,West Bengal,Uttar Dinajpur,29,Islampur,"https://en.wikipedia.org/wiki/Islampur,_West_Bengal_Assembly_constituency",N/A,,,Abdul Karim Chowdhury,https://en.wikipedia.org/wiki/Abdul_Karim_Chowdhury,True,,,
WB-030-N/A,West Bengal,Uttar Dinajpur,30,Goalpokhar,https://en.wikipedia.org/wiki/Goalpokhar_Assembly_constituency,N/A,,,Md. Ghulam Rabbani,https://en.wikipedia.org/wiki/Md._Ghulam_Rabbani,True,,,
WB-031-N/A,West Bengal,Uttar Dinajpur,31,Chakulia,https://en.wikipedia.org/wiki/Chakulia_Assembly_constituency,N/A,,,Minhajul Arfin Azad,https://en.wikipedia.org/wiki/Minhajul_Arfin_Azad,True,,,
WB-032-N/A,West Bengal,Uttar Dinajpur,32,Karandighi,https://en.wikipedia.org/wiki/Karandighi_Assembly_constituency,N/A,,,Goutam Paul,https://en.wikipedia.org/wiki/Goutam_Paul,True,,,
WB-033-N/A,West Bengal,Uttar Dinajpur,33,Hemtabad,https://en.wikipedia.org/wiki/Hemtabad_Assembly_constituency,N/A,,,Satyajit Barman,https://en.wikipedia.org/wiki/Satyajit_Barman,True,,,
WB-034-N/A,West Bengal,Uttar Dinajpur,34,Kaliaganj,https://en.wikipedia.org/wiki/Kaliaganj_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Soumen Roy,https://en.wikipedia.org/wiki/Soumen_Roy,True,,,
WB-035-N/A,West Bengal,Uttar Dinajpur,35,Raiganj,https://en.wikipedia.org/wiki/Raiganj_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Krishna Kalyani,https://en.wikipedia.org/wiki/Krishna_Kalyani,True,,,
WB-039-N/A,West Bengal,Uttar Dinajpur,,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,N/A,,,Won in July 2024 bypoll,,False,,,
WB-036-N/A,West Bengal,Uttar Dinajpur,36,Itahar,https://en.wikipedia.org/wiki/Itahar_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Mosaraf Hussen,https://en.wikipedia.org/wiki/Mosaraf_Hussen,True,,,
WB-037-N/A,West Bengal,Dakshin Dinajpur,37,Kushmandi,https://en.wikipedia.org/wiki/Kushmandi_Assembly_constituency,N/A,,,Rekha Roy,https://en.wikipedia.org/wiki/Rekha_Roy,True,,,
WB-038-N/A,West Bengal,Dakshin Dinajpur,38,Kumarganj,https://en.wikipedia.org/wiki/Kumarganj_Assembly_constituency,N/A,,,Toraf Hossain Mandal,https://en.wikipedia.org/wiki/Toraf_Hossain_Mandal,True,,,
WB-039-N/A,West Bengal,Dakshin Dinajpur,39,Balurghat,https://en.wikipedia.org/wiki/Balurghat_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Ashok Lahiri,https://en.wikipedia.org/wiki/Ashok_Lahiri,True,,,
WB-040-N/A,West Bengal,Dakshin Dinajpur,40,Tapan,https://en.wikipedia.org/wiki/Tapan_Assembly_constituency,N/A,,,Budhrai Tudu,https://en.wikipedia.org/wiki/Budhrai_Tudu,True,,,
WB-041-N/A,West Bengal,Dakshin Dinajpur,41,Gangarampur,https://en.wikipedia.org/wiki/Gangarampur_Assembly_constituency,N/A,,,Satyendra Nath Ray,https://en.wikipedia.org/wiki/Satyendra_Nath_Ray,True,,,
WB-042-N/A,West Bengal,Dakshin Dinajpur,42,Harirampur,https://en.wikipedia.org/wiki/Harirampur_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Biplab Mitra,https://en.wikipedia.org/wiki/Biplab_Mitra,True,,,
WB-043-N/A,West Bengal,Malda,43,Habibpur,https://en.wikipedia.org/wiki/Habibpur_Assembly_constituency,N/A,Bharatiya Janata Party,https://en.wikipedia.org/wiki/Bharatiya_Janata_Party,Joyel Murmu,https://en.wikipedia.org/wiki/Joyel_Murmu,True,,,
WB-044-N/A,West Bengal,Malda,44,Gazole,https://en.wikipedia.org/wiki/Gazole_Assembly_constituency,N/A,,,Chinmoy Deb Barman,https://en.wikipedia.org/wiki/Chinmoy_Deb_Barman,True,,,
WB-045-N/A,West Bengal,Malda,45,Chanchal,https://en.wikipedia.org/wiki/Chanchal_Assembly_constituency,N/A,Trinamool Congress,https://en.wikipedia.org/wiki/Trinamool_Congress,Nihar Ranjan Ghosh,https://en.wikipedia.org/wiki/Nihar_Ranjan_Ghosh,True,,,
WB-046-N/A,West Bengal,Malda,46,Harishchandrapur,https://en.wikipedia.org/wiki/Harishchandrapur_Assembly_constituency,N/A,,,Tajmul Hossain,https://en.wikipedia.org/wiki/Tajmul_Hossain,True,,,
WB-047-N/A,West Bengal,Malda,47,Malatipur,https://en.wikipedia.org/wiki/Malatipur_Assembly_constituency,N/A,,,Abdur Rahim Boxi,https://en.wikipedia.org/wiki/Abdur_Rahim_Boxi,True,,,
WB-048-N/A,West Bengal,Malda,48,Ratua,https://en.wikipedia.org/wiki/Ratua_Assembly_constituency,N/A,,,Samar Mukherjee,https://en.wikipedia.org/wiki/Samar_Mukherjee_(Malda_politician),True,,,
